priority,keyword,search_volume,competition,competition_index,cpc,intent,cluster,page_type,url_action,score,notes
3699,libra man obsessed with taurus woman,140,LOW,1,,general,General,guide article,/guides/libra-man-obsessed-with-taurus-woman/,-23.2,Irrelevant to Chinese zodiac; exclude from publishing queue.
3700,pisces and scorpio in bed,140,LOW,1,,general,General,guide article,/guides/pisces-and-scorpio-in-bed/,-23.2,Irrelevant to Chinese zodiac; exclude from publishing queue.
3701,taurus man obsessed with sagittarius woman,140,LOW,1,,general,General,guide article,/guides/taurus-man-obsessed-with-sagittarius-woman/,-23.2,Irrelevant to Chinese zodiac; exclude from publishing queue.
3702,virgo man scorpio woman sexually,140,LOW,1,,general,General,guide article,/guides/virgo-man-scorpio-woman-sexually/,-23.2,Irrelevant to Chinese zodiac; exclude from publishing queue.
3703,aries and cancer marriage,70,LOW,7,0.03,compatibility,General,compatibility article,/guides/aries-and-cancer-marriage/,-23.2,Irrelevant to Chinese zodiac; exclude from publishing queue.
3704,libra and leo sexually,210,LOW,10,,general,General,guide article,/guides/libra-and-leo-sexually/,-23.3,Irrelevant to Chinese zodiac; exclude from publishing queue.
3705,sagittarius woman and capricorn man compatibility,720,LOW,1,0.92,general,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-23.4,Irrelevant to Chinese zodiac; exclude from publishing queue.
3706,birthday love compatibility,480,LOW,11,1.77,calculator,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-23.4,Irrelevant to Chinese zodiac; exclude from publishing queue.
3707,cancer man and gemini woman compatibility,1600,LOW,4,0.04,general,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-23.5,Irrelevant to Chinese zodiac; exclude from publishing queue.
3708,cancer woman and gemini man compatibility,1600,LOW,4,0.04,general,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-23.5,Irrelevant to Chinese zodiac; exclude from publishing queue.
3709,leo love compatibility,320,LOW,2,4.54,compatibility,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-23.5,Irrelevant to Chinese zodiac; exclude from publishing queue.
3710,pisces love life,90,LOW,1,,compatibility,Compatibility,compatibility article,/guides/pisces-love-life/,-23.5,Irrelevant to Chinese zodiac; exclude from publishing queue.
3711,leo and sagittarius marriage,70,LOW,7,,compatibility,General,compatibility article,/guides/leo-and-sagittarius-marriage/,-23.5,Irrelevant to Chinese zodiac; exclude from publishing queue.
3712,sagittarius woman and taurus man compatibility,590,LOW,5,1.37,general,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-23.6,Irrelevant to Chinese zodiac; exclude from publishing queue.
3713,leo man and aquarius woman sexually,140,LOW,2,,general,General,guide article,/guides/leo-man-and-aquarius-woman-sexually/,-23.7,Irrelevant to Chinese zodiac; exclude from publishing queue.
3714,leo man sagittarius woman sexually,140,LOW,2,,general,General,guide article,/guides/leo-man-sagittarius-woman-sexually/,-23.7,Irrelevant to Chinese zodiac; exclude from publishing queue.
3715,astrology relationship compatibility,480,LOW,12,2.08,compatibility,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-23.8,Irrelevant to Chinese zodiac; exclude from publishing queue.
3716,1981 animal year,210,LOW,0,,year,Years,year guide,/guides/1981-animal-year/,-23.8,Irrelevant to Chinese zodiac; exclude from publishing queue.
3717,2008 animal year,210,LOW,0,,year,Years,year guide,/guides/2008-animal-year/,-23.8,Irrelevant to Chinese zodiac; exclude from publishing queue.
3718,2009 ox,210,LOW,0,,year,General,year guide,/guides/2009-ox/,-23.8,Irrelevant to Chinese zodiac; exclude from publishing queue.
3719,aquarius friends,210,LOW,0,,general,General,guide article,/guides/aquarius-friends/,-23.8,Irrelevant to Chinese zodiac; exclude from publishing queue.
3720,fire rabbit 1987,210,LOW,0,,year,Elements,year guide,/guides/fire-rabbit-1987/,-23.8,Irrelevant to Chinese zodiac; exclude from publishing queue.
3721,gemini venus man,210,LOW,0,,general,General,guide article,/guides/gemini-venus-man/,-23.8,Irrelevant to Chinese zodiac; exclude from publishing queue.
3722,libra friends,210,LOW,0,,general,General,guide article,/guides/libra-friends/,-23.8,Irrelevant to Chinese zodiac; exclude from publishing queue.
3723,pisces cusp dates,210,LOW,0,,general,General,guide article,/guides/pisces-cusp-dates/,-23.8,Irrelevant to Chinese zodiac; exclude from publishing queue.
3724,scorpio cusp dates,210,LOW,0,,general,General,guide article,/guides/scorpio-cusp-dates/,-23.8,Irrelevant to Chinese zodiac; exclude from publishing queue.
3725,tiger 1986,210,LOW,0,,year,General,year guide,/guides/tiger-1986/,-23.8,Irrelevant to Chinese zodiac; exclude from publishing queue.
3726,zodiac race,210,LOW,0,,general,General,guide article,/guides/zodiac-race/,-23.8,Irrelevant to Chinese zodiac; exclude from publishing queue.
3727,marriage compatibility astrology,480,LOW,3,0.98,compatibility,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-23.9,Irrelevant to Chinese zodiac; exclude from publishing queue.
3728,marriage compatibility zodiac,480,LOW,3,0.98,compatibility,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-23.9,Irrelevant to Chinese zodiac; exclude from publishing queue.
3729,bazi astrology,210,LOW,9,0.49,general,General,guide article,/guides/bazi-astrology/,-23.9,Irrelevant to Chinese zodiac; exclude from publishing queue.
3730,pisces and sagittarius soulmates,140,LOW,3,0.03,general,General,guide article,/guides/pisces-and-sagittarius-soulmates/,-23.9,Irrelevant to Chinese zodiac; exclude from publishing queue.
3731,leo and pisces marriage,70,LOW,8,,compatibility,General,compatibility article,/guides/leo-and-pisces-marriage/,-23.9,Irrelevant to Chinese zodiac; exclude from publishing queue.
3732,libra man and cancer woman compatibility,1300,LOW,5,0.3,general,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-24,Irrelevant to Chinese zodiac; exclude from publishing queue.
3733,sagittarius dating sagittarius,260,LOW,6,0.04,general,General,guide article,/guides/sagittarius-dating-sagittarius/,-24,Irrelevant to Chinese zodiac; exclude from publishing queue.
3734,cafe astrology natal chart compatibility,1300,LOW,0,,general,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-24.2,Irrelevant to Chinese zodiac; exclude from publishing queue.
3735,ox horoscope for today,1300,LOW,0,,animal,General,supporting article or existing-page expansion,Expand existing /chinese-zodiac/ox/,-24.2,Irrelevant to Chinese zodiac; exclude from publishing queue.
3736,scorpio man and cancer woman compatibility,1300,LOW,4,0.22,general,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-24.2,Irrelevant to Chinese zodiac; exclude from publishing queue.
3737,aquarius most compatible,720,LOW,2,4.51,general,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-24.2,Irrelevant to Chinese zodiac; exclude from publishing queue.
3738,aquarius man and gemini woman compatibility,480,LOW,4,3.72,general,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-24.2,Irrelevant to Chinese zodiac; exclude from publishing queue.
3739,aquarius dating aquarius,260,LOW,6,0.02,general,General,guide article,/guides/aquarius-dating-aquarius/,-24.2,Irrelevant to Chinese zodiac; exclude from publishing queue.
3740,incompatible zodiac signs,210,LOW,2,0.06,general,General,guide article,/guides/incompatible-zodiac-signs/,-24.2,Irrelevant to Chinese zodiac; exclude from publishing queue.
3741,taurus moon woman,210,LOW,1,,general,General,guide article,/guides/taurus-moon-woman/,-24.2,Irrelevant to Chinese zodiac; exclude from publishing queue.
3742,earth and water signs compatibility,720,LOW,0,,element,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-24.3,Irrelevant to Chinese zodiac; exclude from publishing queue.
3743,water and earth signs compatibility,720,LOW,0,,element,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-24.3,Irrelevant to Chinese zodiac; exclude from publishing queue.
3744,virgo moon sign woman,140,LOW,4,0.03,general,General,guide article,/guides/virgo-moon-sign-woman/,-24.3,Irrelevant to Chinese zodiac; exclude from publishing queue.
3745,gemini most compatible sign,1300,LOW,3,0.14,general,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-24.4,Irrelevant to Chinese zodiac; exclude from publishing queue.
3746,aquarius and capricorn sexually,70,LOW,1,0.67,general,General,guide article,/guides/aquarius-and-capricorn-sexually/,-24.4,Irrelevant to Chinese zodiac; exclude from publishing queue.
3747,leo man and virgo woman compatibility,1600,LOW,6,0.03,general,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-24.5,Irrelevant to Chinese zodiac; exclude from publishing queue.
3748,scorpio woman and leo man in bed,140,LOW,5,0.06,general,General,guide article,/guides/scorpio-woman-and-leo-man-in-bed/,-24.5,Irrelevant to Chinese zodiac; exclude from publishing queue.
3749,leo man and taurus woman compatibility,880,LOW,3,0.62,general,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-24.6,Irrelevant to Chinese zodiac; exclude from publishing queue.
3750,aries man obsessed with cancer woman,140,LOW,4,,general,General,guide article,/guides/aries-man-obsessed-with-cancer-woman/,-24.6,Irrelevant to Chinese zodiac; exclude from publishing queue.
3751,best partner for sagittarius,140,LOW,4,,general,General,guide article,/guides/best-partner-for-sagittarius/,-24.6,Irrelevant to Chinese zodiac; exclude from publishing queue.
3752,most compatible signs with scorpio,1300,LOW,2,0.05,general,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-24.7,Irrelevant to Chinese zodiac; exclude from publishing queue.
3753,virgo moon woman,210,LOW,2,,general,General,guide article,/guides/virgo-moon-woman/,-24.7,Irrelevant to Chinese zodiac; exclude from publishing queue.
3754,best partner for virgo,170,LOW,9,0.03,general,General,guide article,/guides/best-partner-for-virgo/,-24.7,Irrelevant to Chinese zodiac; exclude from publishing queue.
3755,cancer man aries woman sexually,140,LOW,5,0.04,general,General,guide article,/guides/cancer-man-aries-woman-sexually/,-24.7,Irrelevant to Chinese zodiac; exclude from publishing queue.
3756,aquarius and leo sexually,110,LOW,0,0.05,general,General,guide article,/guides/aquarius-and-leo-sexually/,-24.7,Irrelevant to Chinese zodiac; exclude from publishing queue.
3757,leo and aquarius sexually,110,LOW,0,0.05,general,General,guide article,/guides/leo-and-aquarius-sexually/,-24.7,Irrelevant to Chinese zodiac; exclude from publishing queue.
3758,horoscope this year,880,LOW,8,1.68,year,Years,supporting article or existing-page expansion,Expand existing /chinese-zodiac-years/,-24.8,Irrelevant to Chinese zodiac; exclude from publishing queue.
3759,taurus most compatible signs,1300,LOW,2,0.02,general,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-24.9,Irrelevant to Chinese zodiac; exclude from publishing queue.
3760,aries man and scorpio woman compatibility,1000,LOW,4,0.46,general,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-25,Irrelevant to Chinese zodiac; exclude from publishing queue.
3761,monkey and rat compatibility,590,LOW,0,0.91,animal,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-25,Irrelevant to Chinese zodiac; exclude from publishing queue.
3762,libra scorpio cusp compatibility,390,LOW,1,1.81,general,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-25,Irrelevant to Chinese zodiac; exclude from publishing queue.
3763,leo most compatible sign,1300,LOW,3,0.06,general,Compatibility,supporting article or existing-page expansion,Expand existing /chinese-zodiac-compatibility/,-25.1,Irrelevant to Chinese zodiac; exclude from publishing queue.
3764,1981 is the year of what animal,110,LOW,0,,year,Years,year guide,/guides/1981-is-the-year-of-what-animal/,-25.1,Irrelevant to Chinese zodiac; exclude from publishing queue.
3765,2019 is the year of what animal,110,LOW,0,,year,Years,year guide,/guides/2019-is-the-year-of-what-animal/,-25.1,Irrelevant to Chinese zodiac; exclude from publishing queue.
3766,2020 year of what animal,110,LOW,0,,year,Years,year guide,/guides/2020-year-of-what-animal/,-25.1,Irrelevant to Chinese zodiac; exclude from publishing queue.
3767,2021 is the year of what animal,110,LOW,0,,year,Years,year guide,/guides/2021-is-the-year-of-what-animal/,-25.1,Irrelevant to Chinese zodiac; exclude from publishing queue.
3768,2022 is the year of what animal,110,LOW,0,,year,Years,year guide,/guides/2022-is-the-year-of-what-animal/,-25.1,Irrelevant to Chinese zodiac; exclude from publishing queue.
3769,9 4 zodiac sign,110,LOW,0,,general,General,guide article,/guides/9-4-zodiac-sign/,-25.1,Irrelevant to Chinese zodiac; exclude from publishing queue.
3770,9 5 zodiac sign,110,LOW,0,,general,General,guide article,/guides/9-5-zodiac-sign/,-25.1,Irrelevant to Chinese zodiac; exclude from publishing queue.
3771,april 20 zodiac sign aries taurus,110,LOW,0,,general,General,guide article,/guides/april-20-zodiac-sign-aries-taurus/,-25.1,Irrelevant to Chinese zodiac; exclude from publishing queue.
3772,gemini and aquarius sexually,110,LOW,0,,general,General,guide article,/guides/gemini-and-aquarius-sexually/,-25.1,Irrelevant to Chinese zodiac; exclude from publishing queue.
3773,mercury in pisces woman,110,LOW,0,,general,General,guide article,/guides/mercury-in-pisces-woman/,-25.1,Irrelevant to Chinese zodiac; exclude from publishing queue.
